id,city,neighborhood_id,rent,rent2,ave_ngbrhd_rent,one_bed,sex,race,first_name,last_name,first_meduc,first_name_freq1990,muslim,rarename,info_nil,info_pos,info_neg,weekend,pctmales,pctblack,pctblack_city,responded,pos_resp,pos_resp1,pos_resp2,pos_resp3,rel_rent,rel_rent2,male,female,white,black,blackXpct,blackXinfo_pos,blackXinfo_neg,pctXinfo_pos,pctXinfo_neg,blackXpctXinfo_pos,blackXpctXinfo_neg,treatment_id
61,Atlanta,1844,639,408321,639,1,F,W,Anne,Becker,93.099998,353060,0,0,0,1,0,0,.44006914,.046100654,.29431719,0,0,0,0,0,1,1,0,1,1,0,0,0,0,.046100654,0,0,0,2
62,Atlanta,1874,595,354025,595,1,F,B,Latonya,Washington,31.299999,34067,0,0,0,0,1,0,.49863547,.93138403,.29431719,1,1,1,1,1,1,1,0,1,0,1,.93138403,0,1,0,.93138403,0,.93138403,3
63,Atlanta,4910,545,297025,716.93396,1,F,B,Keisha,Washington,68.800003,29422,0,0,0,0,1,0,.49141899,.29431719,.29431719,0,0,0,0,0,.76018161,.57787609,0,1,0,1,.29431719,0,1,0,.29431719,0,.29431719,3
64,Atlanta,4910,695,483025,716.93396,1,M,W,Brett,Kramer,93.900002,128526,0,0,0,1,0,0,.49141899,.29431719,.29431719,1,0,0,0,0,.96940589,.93974775,1,0,1,0,0,0,0,.29431719,0,0,0,2
65,Atlanta,1878,575,330625,662.5,1,F,B,Aisha,Washington,77.199997,13937,0,0,0,0,1,0,.511024,.48799607,.29431719,0,0,0,0,0,.86792451,.75329298,0,1,0,1,.48799607,0,1,0,.48799607,0,.48799607,3
66,Atlanta,4910,675,455625,716.93396,1,M,B,Kareem,Banks,67.400002,9291,1,0,0,0,1,0,.49141899,.29431719,.29431719,0,0,0,0,0,.94150931,.8864398,1,0,0,1,.29431719,0,1,0,.29431719,0,.29431719,3
67,Atlanta,1893,1000,1000000,1025,1,F,B,Tamika,Washington,61.5,34067,0,0,0,0,1,0,.47676161,.033790797,.29431719,0,0,0,0,0,.97560978,.95181441,0,1,0,1,.033790797,0,1,0,.033790797,0,.033790797,3
68,Atlanta,1845,875,765625,806.66669,1,M,B,Tremayne,Jefferson,,1549,0,1,0,0,1,1,.49909818,.043803144,.29431719,0,0,0,0,0,1.0847107,1.1765974,1,0,0,1,.043803144,0,1,0,.043803144,0,.043803144,3
69,Atlanta,4910,700,490000,716.93396,1,F,W,Kristen,Mueller,93.400002,171884,0,0,0,0,1,0,.49141899,.29431719,.29431719,1,0,0,0,0,.97638005,.953318,0,1,1,0,0,0,0,0,.29431719,0,0,3
70,Atlanta,1803,640,409600,640,1,M,W,Geoffrey,Becker,96,49552,0,0,1,0,0,0,.49942693,.045128942,.29431719,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
71,Atlanta,1831,799,638401,799,1,M,B,Jermaine,Jefferson,57.5,43358,0,0,0,0,1,0,.47597167,.17384645,.29431719,0,0,0,0,0,1,1,1,0,0,1,.17384645,0,1,0,.17384645,0,.17384645,3
72,Atlanta,4910,715,511225,716.93396,1,M,B,Leroy,Mosley,53.299999,193564,0,0,0,1,0,0,.49141899,.29431719,.29431719,0,0,0,0,0,.99730247,.99461222,1,0,0,1,.29431719,1,0,.29431719,0,.29431719,0,2
73,Atlanta,1826,995,990025,995,1,M,W,Greg,Kramer,88.300003,161045,0,0,0,0,1,0,.48174158,.81629211,.29431719,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,.81629211,0,0,3
74,Atlanta,4910,650,422500,716.93396,1,F,W,Laurie,Mueller,93.400002,176530,0,0,0,0,1,1,.49141899,.29431719,.29431719,1,1,1,1,1,.90663862,.82199359,0,1,1,0,0,0,0,0,.29431719,0,0,3
75,Atlanta,1823,950,902500,869,1,F,W,Sarah,Mueller,97.900002,786642,0,0,1,0,0,0,.5061205,.056497175,.29431719,1,0,0,0,0,1.0932106,1.1951094,0,1,1,0,0,0,0,0,0,0,0,1
76,Atlanta,1846,725,525625,725,1,F,W,Meredith,Schwartz,81.800003,51101,0,0,0,1,0,1,.42895648,.26030034,.29431719,1,1,0,1,1,1,1,0,1,1,0,0,0,0,.26030034,0,0,0,2
77,Atlanta,4910,975,950625,716.93396,1,M,B,Kareem,Jefferson,67.400002,9291,1,0,0,0,1,1,.49141899,.29431719,.29431719,0,0,0,0,0,1.3599579,1.8494856,1,0,0,1,.29431719,0,1,0,.29431719,0,.29431719,3
78,Atlanta,1815,695,483025,695,1,F,W,Jill,Erickson,92.300003,219888,0,0,0,1,0,1,.46845689,.10662454,.29431719,1,1,1,1,1,1,1,0,1,1,0,0,0,0,.10662454,0,0,0,2
79,Atlanta,4910,645,416025,716.93396,1,M,W,Neil,Klein,85.699997,102202,0,0,0,0,1,0,.49141899,.29431719,.29431719,0,0,0,0,0,.89966446,.80939615,1,0,1,0,0,0,0,0,.29431719,0,0,3
80,Atlanta,4910,700,490000,716.93396,1,F,B,Aisha,Booker,77.199997,13937,0,0,0,1,0,0,.49141899,.29431719,.29431719,0,0,0,0,0,.97638005,.953318,0,1,0,1,.29431719,1,0,.29431719,0,.29431719,0,2
81,Atlanta,1868,900,810000,933.33331,1,M,W,Jay,Schwartz,85.400002,187370,0,0,0,1,0,0,.50122422,.73277372,.29431719,1,1,1,1,1,.96428573,.92984694,1,0,1,0,0,0,0,.73277372,0,0,0,2
82,Atlanta,1889,895,801025,888,1,F,B,Aisha,Booker,77.199997,13937,0,0,0,0,1,0,.49457058,.10809477,.29431719,0,0,0,0,0,1.0078828,1.0158278,0,1,0,1,.10809477,0,1,0,.10809477,0,.10809477,3
83,Atlanta,4910,765,585225,716.93396,0,M,W,Todd,Kramer,87.699997,329832,0,0,0,1,0,1,.49141899,.29431719,.29431719,1,0,0,0,0,1.0670439,1.1385827,1,0,1,0,0,0,0,.29431719,0,0,0,2
84,Atlanta,1827,700,490000,825,1,M,B,Kareem,Washington,67.400002,9291,1,0,0,1,0,0,.48230252,.19595836,.29431719,1,1,0,1,1,.84848487,.7199266,1,0,0,1,.19595836,1,0,.19595836,0,.19595836,0,2
85,Atlanta,1860,700,490000,842,1,F,B,Aisha,Mosley,77.199997,13937,0,0,0,0,1,0,.59661275,.24300744,.29431719,1,0,0,0,0,.8313539,.69114929,0,1,0,1,.24300744,0,1,0,.24300744,0,.24300744,3
86,Atlanta,1889,795,632025,888,1,M,W,Todd,Becker,87.699997,329832,0,0,0,1,0,1,.49457058,.10809477,.29431719,1,1,1,1,1,.89527029,.8015089,1,0,1,0,0,0,0,.10809477,0,0,0,2
87,Atlanta,4910,650,422500,716.93396,1,M,W,Geoffrey,Schmidt,96,49552,0,0,0,1,0,0,.49141899,.29431719,.29431719,0,0,0,0,0,.90663862,.82199359,1,0,1,0,0,0,0,.29431719,0,0,0,2
88,Atlanta,2253,650,422500,503.33334,1,F,W,Kristen,Becker,93.400002,171884,0,0,0,1,0,0,.49229923,.071507148,.29431719,1,1,1,1,1,1.2913907,1.6676898,0,1,1,0,0,0,0,.071507148,0,0,0,2
89,Atlanta,1858,740,547600,816.25,0,M,B,Tremayne,Washington,,1549,0,1,0,1,0,0,.62358892,.16426626,.29431719,1,1,1,1,1,.90658498,.82189631,1,0,0,1,.16426626,1,0,.16426626,0,.16426626,0,2
90,Atlanta,1856,975,950625,1040,1,M,W,Todd,Schwartz,87.699997,329832,0,0,1,0,0,0,.55269462,.068263471,.29431719,1,1,1,1,1,.9375,.87890625,1,0,1,0,0,0,0,0,0,0,0,1
91,Atlanta,4910,850,722500,716.93396,1,F,B,Tamika,Jefferson,61.5,34067,0,0,1,0,0,0,.49141899,.29431719,.29431719,1,1,1,1,1,1.1856043,1.4056576,0,1,0,1,.29431719,0,0,0,0,0,0,1
92,Atlanta,1855,677,458329,694.25,1,M,W,Brendan,Bauer,96.699997,29422,0,0,0,1,0,1,.56093979,.047356829,.29431719,0,0,0,0,0,.97515303,.95092344,1,0,1,0,0,0,0,.047356829,0,0,0,2
93,Atlanta,1911,650,422500,650,0,M,W,Geoffrey,Becker,96,49552,0,0,1,0,0,0,.49568668,.037906934,.29431719,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
94,Atlanta,1837,600,360000,600,1,M,B,Jamal,Washington,73.900002,21679,0,0,0,1,0,0,.51333576,.094811834,.29431719,0,0,0,0,0,1,1,1,0,0,1,.094811834,1,0,.094811834,0,.094811834,0,2
95,Atlanta,4910,1080,1166400,716.93396,1,F,B,Tamika,Banks,61.5,34067,0,0,1,0,0,0,.49141899,.29431719,.29431719,1,1,1,1,1,1.5064149,2.2692859,0,1,0,1,.29431719,0,0,0,0,0,0,1
96,Atlanta,1836,595,354025,710,1,F,B,Latoya,Booker,55.5,66586,0,0,0,1,0,1,.4883582,.12636817,.29431719,1,0,0,0,0,.83802819,.70229125,0,1,0,1,.12636817,1,0,.12636817,0,.12636817,0,2
97,Atlanta,1878,750,562500,662.5,1,F,W,Allison,Schmidt,95.699997,142463,0,0,0,1,0,0,.511024,.48799607,.29431719,1,1,1,1,1,1.1320754,1.2815948,0,1,1,0,0,0,0,.48799607,0,0,0,2
98,Atlanta,1849,695,483025,695,1,F,B,Ebony,Jefferson,65.599998,41810,0,0,1,0,0,0,.4478958,.1993988,.29431719,0,0,0,0,0,1,1,0,1,0,1,.1993988,0,0,0,0,0,0,1
99,Atlanta,4910,740,547600,716.93396,1,F,B,Keisha,Mosley,68.800003,29422,0,0,1,0,0,0,.49141899,.29431719,.29431719,1,1,1,1,1,1.0321732,1.0653814,0,1,0,1,.29431719,0,0,0,0,0,0,1
100,Atlanta,1910,600,360000,600,1,F,W,Allison,Schmidt,95.699997,142463,0,0,0,0,1,1,.54739606,.064810254,.29431719,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,.064810254,0,0,3
101,Atlanta,1856,1050,1102500,1040,1,F,B,Latonya,Mosley,31.299999,34067,0,0,0,1,0,0,.55269462,.068263471,.29431719,1,1,1,1,1,1.0096154,1.0193233,0,1,0,1,.068263471,1,0,.068263471,0,.068263471,0,2
102,Atlanta,1859,1100,1210000,932.85712,1,M,B,Darnell,Booker,66.099998,34067,0,0,1,0,0,0,.62884384,.19642432,.29431719,1,1,1,1,1,1.1791731,1.3904493,1,0,0,1,.19642432,0,0,0,0,0,0,1
103,Atlanta,1869,995,990025,995,1,M,B,Tremayne,Banks,,1549,0,1,0,0,1,1,.54613656,.71942985,.29431719,1,0,0,0,0,1,1,1,0,0,1,.71942985,0,1,0,.71942985,0,.71942985,3
104,Atlanta,4910,850,722500,716.93396,1,F,B,Latoya,Jefferson,55.5,66586,0,0,0,1,0,0,.49141899,.29431719,.29431719,0,0,0,0,0,1.1856043,1.4056576,0,1,0,1,.29431719,1,0,.29431719,0,.29431719,0,2
105,Atlanta,1861,695,483025,897.5,1,F,B,Aisha,Booker,77.199997,13937,0,0,0,1,0,0,.52957749,.11502347,.29431719,1,0,0,0,0,.77437323,.5996539,0,1,0,1,.11502347,1,0,.11502347,0,.11502347,0,2
106,Atlanta,4910,590,348100,716.93396,1,M,W,Jay,Mueller,85.400002,187370,0,0,1,0,0,0,.49141899,.29431719,.29431719,1,1,1,1,1,.82294887,.67724484,1,0,1,0,0,0,0,0,0,0,0,1
107,Atlanta,4910,889,790321,716.93396,1,F,W,Anne,Schwartz,93.099998,353060,0,0,0,0,1,0,.49141899,.29431719,.29431719,1,1,1,1,1,1.2400026,1.5376065,0,1,1,0,0,0,0,0,.29431719,0,0,3
108,Atlanta,1912,575,330625,575,1,M,B,Tyrone,Mosley,64,99105,0,0,0,0,1,1,.51995683,.052642934,.29431719,1,0,0,0,0,1,1,1,0,0,1,.052642934,0,1,0,.052642934,0,.052642934,3
109,Atlanta,1859,995,990025,932.85712,1,F,W,Allison,Bauer,95.699997,142463,0,0,0,0,1,0,.62884384,.19642432,.29431719,1,0,0,0,1,1.0666157,1.1376691,0,1,1,0,0,0,0,0,.19642432,0,0,3
110,Atlanta,4910,650,422500,716.93396,1,M,W,Neil,Schwartz,85.699997,102202,0,0,1,0,0,1,.49141899,.29431719,.29431719,1,0,0,0,0,.90663862,.82199359,1,0,1,0,0,0,0,0,0,0,0,1
111,Atlanta,4910,1035,1071225,716.93396,1,F,W,Laurie,Mueller,93.400002,176530,0,0,0,1,0,1,.49141899,.29431719,.29431719,1,0,0,0,1,1.4436476,2.0841184,0,1,1,0,0,0,0,.29431719,0,0,0,2
112,Atlanta,1903,659,434281,752,1,F,W,Emily,Mueller,96.599998,322090,0,0,0,1,0,0,.4977349,.078020133,.29431719,1,1,1,1,1,.87632978,.76795387,0,1,1,0,0,0,0,.078020133,0,0,0,2
113,Atlanta,4910,525,275625,716.93396,1,F,W,Allison,Mueller,95.699997,142463,0,0,0,1,0,0,.49141899,.29431719,.29431719,1,1,1,1,1,.73228502,.53624135,0,1,1,0,0,0,0,.29431719,0,0,0,2
